,Author,File_ID,File_Name,Mean Sentiment,Year,Useful?
3915,Scalia,686,Rutan v Republican Party of Illinois.txt,0.28275,1990,
3663,Scalia,434,Kentucky Ass'n of Health Plans Inc v Miller.txt,0.283333333,2003,
3802,Scalia,573,New York v Hill.txt,0.283666667,1999,
3625,Scalia,396,INS v. Doherty.txt,0.285218978,1992,
4106,Scalia,877,Webster v Reproductive Health Services.txt,0.286702128,1989,
3336,Scalia,107,Brown v Legal Foundation of Washington.txt,0.29,2002,
3244,Scalia,15,Alaska v. United States.txt,0.290277778,2005,
3946,Scalia,717,Smith v City of Jackson Miss.txt,0.290441176,2004,
3383,Scalia,154,Cheney v. United States Dist. Court.txt,0.290909091,2004,
3556,Scalia,327,Good News Club v Milford Central School.txt,0.291666667,2001,
4030,Scalia,801,US Bancorp Mortg Co v Bonner Mall Partnership.txt,0.291666667,1994,
3543,Scalia,314,Georgia v. Randolph.txt,0.293181818,2006,
3976,Scalia,747,Sun Oil Co v Wortman.txt,0.293333333,1988,
3709,Scalia,480,Locke v Davey.txt,0.293396226,2003,
3442,Scalia,213,Crandon v. United States.txt,0.294032922,1990,
4072,Scalia,843,US v Sun-Diamond Growers of California.txt,0.294293478,1999,
3965,Scalia,736,Stern v Marshall.txt,0.295,2011,
4029,Scalia,800,US Airways Inc v McCutchen.txt,0.296666667,2012,
3360,Scalia,131,California Federal Sav and Loan Ass'n v Guerra.txt,0.2975,1987,
3473,Scalia,244,Dewsnup v Timm.txt,0.298113208,1991,
3653,Scalia,424,K. Mart Corp. v. Cartier.txt,0.3,1988,
3835,Scalia,606,Oubre v Entergy Operations Inc.txt,0.3,1997,
3945,Scalia,716,Smith v Barry.txt,0.3,1991,
3298,Scalia,69,Barnhart v Peabody Coal Co.txt,0.301851852,2002,
3815,Scalia,586,Norton v Southern Utah Wilderness Alliance.txt,0.30210728,2004,
3566,Scalia,337,Griffin v Wisconsin.txt,0.30304878,1987,
3970,Scalia,741,Suitum v. Tahoe Reg'l Planning Agency.txt,0.304347826,1997,
3969,Scalia,740,Stop the Beach Renourishment Inc v Florida Dept of Environmental Protectio.txt,0.30466805,2009,
4081,Scalia,852,Utility Air Regulatory Group v EPA.txt,0.307407407,2014,
3357,Scalia,128,California Coastal Com'n v Granite Rock Co.txt,0.308411215,1987,
3326,Scalia,97,Bowen v Georgetown University Hosp.txt,0.309090909,1988,
3953,Scalia,724,South Carolina v Baker.txt,0.31,1987,
3527,Scalia,298,Franklin v. Gwinnett County Pub. Sch..txt,0.310204082,1992,
3476,Scalia,247,District of Columbia v Heller.txt,0.312129145,2008,
3306,Scalia,77,Begier v IRS.txt,0.313157895,1990,
3265,Scalia,36,Arcadia Ohio v Ohio Power Co.txt,0.315591398,1990,
3512,Scalia,283,Ferens v John Deere Co.txt,0.316292135,1989,
3260,Scalia,31,Amgen Inc v Connecticut Retirement Plans and Trust Funds.txt,0.316666667,2012,
3749,Scalia,520,Mertens v Hewitt Associates.txt,0.316820276,1993,
3411,Scalia,182,City of Monterey v Del Monte Dunes at Monterey Ltd.txt,0.317119565,1998,
4071,Scalia,842,US v Stuart.txt,0.319047619,1988,
4090,Scalia,861,Virginia Bankshares Inc v Sandberg.txt,0.321212121,1990,
3774,Scalia,545,Montejo v Louisiana.txt,0.321382637,2009,
3761,Scalia,532,Minnesota v Carter.txt,0.322426471,1998,
3510,Scalia,281,Feltner v Columbia Pictures Television Inc.txt,0.324553571,1998,
3772,Scalia,543,Montana v Wyoming.txt,0.324766355,2011,
3384,Scalia,155,Cherokee Nation of Oklahoma v Leavitt.txt,0.325,2004,
3465,Scalia,236,Dellmuth v Muth.txt,0.325,1989,
3846,Scalia,617,Payne v Tennessee.txt,0.327419355,1991,
4139,Scalia,910,Your Home Visiting Nurse Services Inc v Shalala.txt,0.330092593,1998,
3937,Scalia,708,Shafer v South Carolina.txt,0.333333333,2001,
3454,Scalia,225,Daniels v US.txt,0.334375,2001,
3873,Scalia,644,Quackenbush v Allstate Ins Co.txt,0.335,1996,
3691,Scalia,462,Lawrence v Texas.txt,0.335017422,2003,
3436,Scalia,207,Correctional Services Corp v Malesko.txt,0.335714286,2001,
3700,Scalia,471,Lehnert v. Ferris Faculty Ass'n.txt,0.33923445,1991,
3242,Scalia,13,Alabama v North Carolina.txt,0.339364035,2010,
3621,Scalia,392,INS v Pangilinan.txt,0.33961039,1992,
3300,Scalia,71,Barnhart v Walton.txt,0.341071429,2002,
3270,Scalia,41,Arizona v Inter Tribal Council of Arizona Inc.txt,0.341638796,2013,
3765,Scalia,536,Mississippi Power And Light Co v Mississippi ex rel Moore.txt,0.342079208,1988,
3594,Scalia,365,Hodel v Irving.txt,0.344067797,1987,
3989,Scalia,760,Texas v US.txt,0.344148936,1998,
3494,Scalia,265,Egelhoff v Egelhoff ex rel Breiner.txt,0.345,2000,
3500,Scalia,271,EPA v EME Homer City Generation LP.txt,0.345962733,2013,
3925,Scalia,696,Schlup v Delo.txt,0.346363636,1994,
3423,Scalia,194,College Sav Bank v Florida Prepaid Postsecondary Educ Expense Bd.txt,0.349027778,1999,
3534,Scalia,305,FTC v Ticor Title Ins Co.txt,0.35,1992,
3984,Scalia,755,Tenet v Doe.txt,0.35,2005,
4043,Scalia,814,US v Dunn.txt,0.35,1987,
3883,Scalia,654,Reed v Collyer.txt,0.351851852,1988,
4039,Scalia,810,US v Cleveland Indians Baseball Co.txt,0.3525,2001,
3488,Scalia,259,Edwards v Aguillard.txt,0.352935421,1987,
3246,Scalia,17,Alexander v Sandoval.txt,0.353157895,2001,
3429,Scalia,200,CompuCredit Corp v Greenwood.txt,0.353688525,2011,
3479,Scalia,250,DOI v. S.D..txt,0.359701493,1996,
3979,Scalia,750,Talk America Inc v Michigan Bell Telephone Co.txt,0.360526316,2011,
3708,Scalia,479,Local 144 Nursing Home Pension Fund v Demisay.txt,0.363265306,1993,
3668,Scalia,439,King v Burwell.txt,0.363296399,2015,
4105,Scalia,876,Webster v Doe.txt,0.363555556,1988,
3971,Scalia,742,Sullivan v Everhart.txt,0.365116279,1989,
3280,Scalia,51,AT And T Corp v Iowa Utilities Bd.txt,0.365857143,1998,
3824,Scalia,595,Ohio v Akron Center for Reproductive Health.txt,0.36875,1989,
4045,Scalia,816,US v Fausto.txt,0.370689655,1987,
4114,Scalia,885,Whitman v American Trucking Associations.txt,0.37481203,2000,
3526,Scalia,297,Franklin v Massachusetts.txt,0.375252525,1992,
3615,Scalia,386,Illinois v Rodriguez.txt,0.375320513,1990,
3457,Scalia,228,Dastar Corp v Twentieth Century Fox Film Corp.txt,0.376633166,2003,
4107,Scalia,878,Weiss v. United States.txt,0.380864198,1994,
3882,Scalia,653,Raymond B Yates MD PC Profit Sharing Plan v Hendon.txt,0.383333333,2004,
3983,Scalia,754,Tellabs Inc v Makor Issues And Rights Ltd.txt,0.384677419,2007,
4061,Scalia,832,US v Munoz-Flores.txt,0.385897436,1990,
3913,Scalia,684,Rose v Rose.txt,0.386029412,1987,
3799,Scalia,570,New Orleans Public Service Inc v Council of City of New Orleans.txt,0.386755952,1989,
3533,Scalia,304,Ft. Stewart Schools v. Federal Labor Relations Authority.txt,0.388202247,1990,
3809,Scalia,580,Nollan v California Coastal Com'n.txt,0.389463602,1987,
3676,Scalia,447,Kumho Tire Co Ltd v Carmichael.txt,0.39,1998,
3645,Scalia,416,John Doe No 1 v Reed.txt,0.390963855,2010,
3904,Scalia,675,Riley v National Federation of the Blind of North Carolina Inc.txt,0.393478261,1988,
4144,Scalia,915,Zuni Public School Dist No 89 v Department of Educ.txt,0.397297297,2007,
3862,Scalia,633,Pleasant Grove City Utah v Summum.txt,0.402380952,2008,
3583,Scalia,354,Hartford Underwriters Ins Co v Union Planters Bank NA.txt,0.403954802,2000,
3319,Scalia,90,Board of Educ of Kiryas Joel Village School Dist v Grumet.txt,0.406208054,1994,
3618,Scalia,389,Indiana v Edwards.txt,0.408223684,2008,
3806,Scalia,577,NLRB v Kentucky River Community Care Inc.txt,0.40940367,2001,
3687,Scalia,458,Langley v Federal Deposit Ins Corp.txt,0.410714286,1987,
3475,Scalia,246,Director Office of Workers' Compensation Programs Dept of Labor v Newport .txt,0.412972973,1995,
4016,Scalia,787,United Sav Ass'n of Texas v Timbers of Inwood Forest Associates Ltd.txt,0.415492958,1987,
3767,Scalia,538,Missouri v Frye.txt,0.416935484,2011,
3819,Scalia,590,O'Connor v US.txt,0.418269231,1987,
4123,Scalia,894,Winkelman v. Parma City Sch. Dist..txt,0.41875,2007,
4032,Scalia,803,US Dept of Justice v Julian.txt,0.419354839,1988,
3478,Scalia,249,DOC v. United States House of Representatives.txt,0.419886364,1999,
3698,Scalia,469,Lee v Weisman.txt,0.421126761,1991,
3849,Scalia,620,Pennsylvania v. Union Gas Co..txt,0.42759434,1989,
3875,Scalia,646,RadLAX Gateway Hotel LLC v Amalgamated Bank.txt,0.427952756,2012,
3736,Scalia,507,McCreary County Ky v American Civil Liberties Union of Ky.txt,0.430310263,2005,
4000,Scalia,771,Tome v US.txt,0.434615385,1994,
4062,Scalia,833,US v Navajo Nation.txt,0.441666667,2009,
3499,Scalia,270,Entergy Corp v Riverkeeper Inc.txt,0.443347639,2008,
3630,Scalia,401,Jaffee v Redmond.txt,0.445646067,1996,
3320,Scalia,91,Board of Trustees of State University of New York v Fox.txt,0.4492891,2013,
4031,Scalia,802,US By and Through IRS v McDermott.txt,0.450740741,1992,
3406,Scalia,177,City of Littleton Colo v ZJ Gifts D-4 LLC.txt,0.453333333,2004,
4074,Scalia,845,US v Virginia.txt,0.462112403,1996,
3886,Scalia,657,Regions Hosp v Shalala.txt,0.463432836,1997,
4102,Scalia,873,Washington State Grange v Washington State Republican Party.txt,0.464968153,2007,
3597,Scalia,368,Hoffmann-La Roche Inc v Sperling.txt,0.46504065,1989,
3731,Scalia,502,Massachusetts v EPA.txt,0.465757576,2006,
3724,Scalia,495,Martin v Hadix.txt,0.467307692,1998,
3632,Scalia,403,James B. Beam Distilling Co. v. Georgia.txt,0.469047619,1991,
3818,Scalia,589,O'Connor v Ortega.txt,0.477380952,1987,
3493,Scalia,264,EEOC v Arabian American Oil Co.txt,0.481578947,1991,
3367,Scalia,138,Caperton v AT Massey Coal Co Inc.txt,0.483333333,2009,
3789,Scalia,560,National Cable And Telecommunications Ass'n v Brand X Internet Services.txt,0.486255924,2005,
4055,Scalia,826,US v Irvine.txt,0.4875,1993,
3397,Scalia,168,City of Boerne v Flores.txt,0.493298969,1997,
3398,Scalia,169,City of Burlington v Dague.txt,0.496078431,1992,
4059,Scalia,830,US v Mead Corp.txt,0.498322148,2000,
4097,Scalia,868,Wal-Mart Stores Inc v Samara Bros Inc.txt,0.516666667,2000,
3751,Scalia,522,Michael H. v. Gerald D..txt,0.518137255,1989,
3285,Scalia,56,Austin v Michigan Chamber of Commerce.txt,0.520913462,1989,
3719,Scalia,490,Madden v. Texas.txt,0.525806452,2007,
3555,Scalia,326,Gonzalez v US.txt,0.526635514,2008,
3523,Scalia,294,Fort Stewart Schools v Federal Labor Relations Authority.txt,0.532552083,1990,
3807,Scalia,578,NLRB v United Food and Commercial Workers Union Local 23 AFL-CIO.txt,0.538461538,1987,
3748,Scalia,519,Merck KGaA v Integra Lifesciences I Ltd.txt,0.540271493,2005,
4047,Scalia,818,US v Gaubert.txt,0.543846154,1990,
3316,Scalia,87,Blessing v Freestone.txt,0.55,1997,
3358,Scalia,129,California Democratic Party v Jones.txt,0.551,2000,
3354,Scalia,125,Butterworth v Smith.txt,0.553846154,1993,
4007,Scalia,778,Tuan Anh Nguyen v INS.txt,0.558333333,2001,
3797,Scalia,568,New Jersey v Delaware.txt,0.564590164,2007,
3863,Scalia,634,Pope v Illinois.txt,0.565625,1987,
3495,Scalia,266,Eli Lilly and Co v Medtronic Inc.txt,0.573869347,1990,
3675,Scalia,446,Krupski v Costa Crociere S p A.txt,0.578571429,2010,
3236,Scalia,7,Adoptive Couple v Baby Girl.txt,0.586666667,2013,
3352,Scalia,123,Bush v Gore.txt,0.5875,2000,
3800,Scalia,571,New York State Bd of Elections v Lopez Torres.txt,0.600966184,2007,
3314,Scalia,85,Blanchard v Bergeron.txt,0.601515152,1988,
4111,Scalia,882,West Virginia University Hospitals Inc v Casey.txt,0.605421687,1990,
3857,Scalia,628,Pierce v Underwood.txt,0.61461039,1987,
3822,Scalia,593,Obergefell v Hodges.txt,0.6168,2015,
3646,Scalia,417,Johnson v Texas.txt,0.618181818,1993,
3659,Scalia,430,Kansas v Nebraska.txt,0.618181818,2014,
3608,Scalia,379,Houston v Lack.txt,0.620744681,1988,
3982,Scalia,753,Taylor v US.txt,0.6375,1990,
3738,Scalia,509,McDonald v City of Chicago Ill.txt,0.639966555,2010,
3855,Scalia,626,PGA Tour Inc v Martin.txt,0.649189189,2001,
4011,Scalia,782,Two Pesos Inc v Taco Cabana Inc.txt,0.65,1992,
3833,Scalia,604,Ornelas v US.txt,0.650704225,1996,
3419,Scalia,190,Coeur Alaska Inc v Southeast Alaska Conservation Council.txt,0.67,2009,
4005,Scalia,776,Troxel v Granville.txt,0.685,2000,
3276,Scalia,47,Asgrow Seed Co v Winterboer.txt,0.70738255,1994,
3483,Scalia,254,Duquesne Light Co v Barasch.txt,0.709090909,1988,
3614,Scalia,385,Illinois ex rel Madigan v Telemarketing Associates Inc.txt,0.709090909,2003,
3689,Scalia,460,Lauro Lines srl v Chasser.txt,0.725,1989,
4075,Scalia,846,US v Watts.txt,0.725,1997,
3570,Scalia,341,Grutter v. Bollinger.txt,0.769354839,2003,
4001,Scalia,772,Torres v Oakland Scavenger Co.txt,0.813636364,1988,
3279,Scalia,50,Association for Molecular Pathology v Myriad Genetics Inc.txt,0.825,2013,
3562,Scalia,333,Great-West Life And Annuity Ins Co v Knudson.txt,0.848140496,2001,
3264,Scalia,35,Apprendi v New Jersey.txt,0.852777778,2000,
3431,Scalia,202,Connecticut Dept of Public Safety v Doe.txt,0.8625,2002,
3482,Scalia,253,Dunn v Commodity Futures Trading Com'n.txt,0.8875,1996,
3981,Scalia,752,Tashjian v Republican Party of Connecticut.txt,0.9,1987,
3798,Scalia,569,New Jersey v New York.txt,0.912195122,1998,
3563,Scalia,334,Green v Bock Laundry Mach Co.txt,0.917391304,1989,
3518,Scalia,289,Firestone Tire and Rubber Co v Bruch.txt,0.936666667,1988,
3581,Scalia,352,Harte-Hanks Communications Inc v Connaughton.txt,0.936764706,1989,
3544,Scalia,315,Georgia v. South Carolina.txt,0.95,1990,
3671,Scalia,442,Kleem v. INS.txt,0.986363636,1987,
4040,Scalia,811,US v Craft.txt,1.03,2002,
3501,Scalia,272,Equality Found. v.City of Cincinnati.txt,1.041666667,1995,
3366,Scalia,137,Camreta v Greene.txt,1.066666667,2011,
3405,Scalia,176,City of Houston Tex v Hill.txt,1.11,1987,
3801,Scalia,572,New York State Club Ass'n Inc v City of New York.txt,1.110714286,1988,
3392,Scalia,163,Citicorp Indus Credit Inc v Brock.txt,1.225,1987,
3230,Scalia,1,44 Liquormart Inc v Rhode Island.txt,1.325,1995,
4083,Scalia,854,Van Orden v Perry.txt,1.38,2005,
3293,Scalia,64,Bankers Life and Cas Co v Crenshaw.txt,1.825,1987,
3505,Scalia,276,F. Hoffmann-La Roche Ltd. v. Empagran S.A..txt,1.85,2004,
4191,Souter,47,Bryan v. U.S..txt,-1.25,1998,
4152,Souter,8,Alexander v. U.S..txt,-1.183333333,1993,
4335,Souter,191,Lopez v. Gonzales.txt,-0.697804878,2006,
4206,Souter,62,Christensen v. Harris County.txt,-0.6,2000,
4251,Souter,107,Farmer v. Brennan.txt,-0.515134529,1994,
4432,Souter,288,Spencer v. Kemna.txt,-0.482142857,1998,
4452,Souter,308,U.S. v. Dixon.txt,-0.400348028,1993,
4313,Souter,169,Kansas v. Marsh.txt,-0.39138756,2006,
4214,Souter,70,City of Sherrill v. Oneida Indian Nation of New York.txt,-0.385,2005,
4315,Souter,171,Kelly v. South Carolina.txt,-0.377336449,2002,
4436,Souter,292,Stringer v. Black.txt,-0.37716895,1992,
4499,Souter,355,Yates v. Evatt.txt,-0.373733333,1991,
4320,Souter,176,Koon v. Powell.txt,-0.342142857,1996,
4378,Souter,234,Old Chief v. U.S..txt,-0.335445205,1997,
4176,Souter,32,Board of the County Commissioners of Bryan County v. Brown.txt,-0.333626761,1997,
4182,Souter,38,Bradshaw v. Stumpf.txt,-0.328030303,2005,
4334,Souter,190,Lockyer v. Andrade.txt,-0.314090909,2003,
4158,Souter,14,Ashcroft v. Iqbal.txt,-0.308608059,2009,
4239,Souter,95,Doggett v. U.S..txt,-0.302439024,1992,
4291,Souter,147,Heck v. Humphrey.txt,-0.301068376,1994,
4500,Souter,356,Yee v. City of Escondido.txt,-0.3,1991,
4424,Souter,280,Shepard v. U.S..txt,-0.29009009,2005,
4215,Souter,71,Clark v. Arizona.txt,-0.277206704,2006,
4350,Souter,206,Miller-El v. Dretke.txt,-0.267021277,2005,
4434,Souter,290,Stewart v. Lagrand.txt,-0.266666667,1999,
4189,Souter,45,Brown v. Gardner.txt,-0.258196721,1994,
4311,Souter,167,Jones v. United States.txt,-0.252004454,1999,
4274,Souter,130,Giles v. California.txt,-0.25,2008,
4486,Souter,342,Virginia v. Black.txt,-0.235148515,2003,
4418,Souter,274,Schad v. Arizona.txt,-0.231827112,1991,
4421,Souter,277,Shalala v. Whitecotton.txt,-0.227573529,1995,
4222,Souter,78,Corley v. U.S..txt,-0.226305609,2009,
4290,Souter,146,Hartman v. Moore.txt,-0.221449275,2006,
4382,Souter,238,Payne v. Tennessee.txt,-0.215931373,1991,
4430,Souter,286,Sochor v. Florida.txt,-0.211779449,1992,
4293,Souter,149,Heller v. Doe.txt,-0.209157509,1993,
4264,Souter,120,Freeman v. Pitts.txt,-0.206451613,1992,
4150,Souter,6,Albright v. Oliver.txt,-0.20212766,1994,
4285,Souter,141,Grubbs v Delo.txt,-0.2,1992,
4472,Souter,328,U.S. v. Rodriquez.txt,-0.1992,2008,
4207,Souter,63,Christopher v. Harbury.txt,-0.195939086,2002,
4224,Souter,80,County of Sacramento v. Lewis.txt,-0.195283019,1998,
4288,Souter,144,Hamdi v. Rumsfeld.txt,-0.189525692,2004,
4348,Souter,204,Mickens v. Taylor.txt,-0.184278351,2002,
4443,Souter,299,Trvelers Indem. Co. v. Bailey.txt,-0.182248521,2009,
4481,Souter,337,Vacco v. Quill.txt,-0.175,1997,
4471,Souter,327,U.S. v. Reorganized CF&I Fabricators of Utah.txt,-0.1736,1996,
4243,Souter,99,Durden v. California.txt,-0.166666667,2001,
4226,Souter,82,Crawford v. Metropolitan Government of Nashville.txt,-0.158292683,2009,
4146,Souter,2,Abuelhawa v. U.S..txt,-0.153846154,2009,
4417,Souter,273,Saudi Arabia v. Nelson.txt,-0.14916318,1993,
4289,Souter,145,Hartford v.  California.txt,-0.145762712,1993,
4185,Souter,41,Brendlin v. California.txt,-0.140384615,2007,
4345,Souter,201,Melendez v. U.S..txt,-0.133333333,1996,
4322,Souter,178,Kyles v. Whitley.txt,-0.132468553,1995,
4488,Souter,344,Waddington v. Sarausad.txt,-0.124378109,2009,
4474,Souter,330,U.S. v. Vonn.txt,-0.123011364,2002,
4250,Souter,106,Exxon Shipping Co. v. Baker.txt,-0.120303605,2008,
4470,Souter,326,U.S. v. R.L.C..txt,-0.119704433,1992,
4238,Souter,94,Doe v. Chao.txt,-0.111463415,2004,
4394,Souter,250,Raleigh v. Illinois Department of Revenue.txt,-0.103095238,2000,
4163,Souter,19,Atwater v. City of Lago Vista.txt,-0.101034063,2001,
4307,Souter,163,Jinks v. Richland County.txt,-0.1,2003,
4425,Souter,281,Shinseki v. Sanders.txt,-0.1,2009,
4469,Souter,325,U.S. v. Patane.txt,-0.098837209,2004,
4391,Souter,247,Professional Real Estate Investors Inc. v. Columbia Pictures Industries.txt,-0.093932039,1993,
4352,Souter,208,Missouri v. Seibert.txt,-0.090874036,2004,
4427,Souter,283,Smith v. Doe.txt,-0.086868687,2003,
4384,Souter,240,Pennsylvania Board of Probation and Parole v. Scott.txt,-0.085333333,1998,
4476,Souter,332,U.S. v. Williams.txt,-0.083852691,2008,
4449,Souter,305,U.S. v. Banks.txt,-0.0828125,2003,
4202,Souter,58,Carey v. Musladin.txt,-0.078225806,2006,
4392,Souter,248,Puckett v. U.S..txt,-0.076865672,2009,
4296,Souter,152,Holmes v. Securities Investor Protection Corporation.txt,-0.075311721,1991,
4260,Souter,116,Florida v. White.txt,-0.074,1999,
4492,Souter,348,Watson v. U.S..txt,-0.073684211,2007,
4494,Souter,350,Wilkie v. Robbins.txt,-0.073377863,2007,
4178,Souter,34,Boulware v. U.S..txt,-0.065,2008,
4408,Souter,264,Rothgery v. Gillespie County.txt,-0.060307692,2008,
4216,Souter,72,Clinton v. Goldsmith.txt,-0.060232558,1999,
4233,Souter,89,Demore v. Kim.txt,-0.059749304,2003,
4173,Souter,29,BFP V. Resolution Trust Corproation.txt,-0.057461024,1994,
4401,Souter,257,Rhines v. Weber.txt,-0.05625,2005,
4280,Souter,136,Gosch v. Johnson.txt,-0.055,1997,
4319,Souter,175,Kircher v. Putnam Funds Trust.txt,-0.053134328,2006,
4344,Souter,200,Medellin v. Texas.txt,-0.05,2008,
4371,Souter,227,Norfolk Souther Railway Company v. Sorrell.txt,-0.045864662,2007,
4252,Souter,108,FCC v. Edge Broadcasting Company.txt,-0.044444444,1993,
4282,Souter,138,Graham v. Collins.txt,-0.044318182,1993,
4373,Souter,229,North Star Steel Company v. Thomas.txt,-0.042519685,1995,
4231,Souter,87,Daniels v. U.S..txt,-0.040756303,2001,
4327,Souter,183,Lewis v. Casey.txt,-0.039676113,1996,
4247,Souter,103,El Paso Natural Gas Company v. Neztsosie.txt,-0.039344262,1999,
4450,Souter,306,U.S. v. Bestfoods.txt,-0.03718663,1998,
4489,Souter,345,Wade v. U.S..txt,-0.035714286,1992,
4190,Souter,46,Brown v. Payton.txt,-0.035496183,2005,
4221,Souter,77,"Cook County, Illinois v. U.S..txt",-0.03547486,2003,
4407,Souter,263,Rotella v. Wood.txt,-0.033411215,2000,
4461,Souter,317,U.S. v. Lara.txt,-0.031355932,2004,
4475,Souter,331,U.S. v. Wells.txt,-0.024145299,1997,
4367,Souter,223,Nichols v. U.S..txt,-0.021359223,1994,
4302,Souter,158,Illinois v. Caballes.txt,-0.019892473,2005,
4205,Souter,61,Chevron U.S.A. v. Echazabal.txt,-0.019333333,2002,
4261,Souter,117,Ford v. Georgia.txt,-0.018913858,1991,
4389,Souter,245,Poyner v. Murray.txt,-0.017021277,1993,
4467,Souter,323,U.S. v. Navajo Nation.txt,-0.016666667,2009,
4228,Souter,84,Custis v. U.S..txt,-0.01612426,1994,
4220,Souter,76,Consolidated Rail Corporation v. Gottshall.txt,-0.015,1994,
4359,Souter,215,National Organization for Women v. Scheidler.txt,-0.0125,1994,
4377,Souter,233,Oklahoma Tax Commission v. Jefferson Lines.txt,-0.006325823,1995,
4473,Souter,329,U.S. v. Thompson.txt,-0.00625,1992,
4183,Souter,39,Bray v. Alexandria Women's Health Clinic.txt,-0.005713094,1993,
4172,Souter,28,Bell Atlantic v. Twombly.txt,-0.004094077,2007,
4323,Souter,179,Lackawanna County D.A. v. Coss.txt,-0.002941176,2001,
4256,Souter,112,Federal Republic of Germany v. U.S..txt,0,1999,
4422,Souter,278,Shaw v. Hunt.txt,0,1996,
4314,Souter,170,Keene Corporation v. U.S..txt,0.001690821,1993,
4297,Souter,153,Hudson v. U.S..txt,0.002631579,1997,
4342,Souter,198,Meacham v. Knolls Atomic Power Laboratory.txt,0.00530303,2004,
4463,Souter,319,U.S. v. Martinez-Salazar.txt,0.01,2000,
4435,Souter,291,Strickler v. Greene.txt,0.011484099,1999,
4448,Souter,304,U.S. v. Balsys.txt,0.012137405,1998,
4330,Souter,186,Limtiaco v. Camacho.txt,0.013235294,2007,
4479,Souter,335,United Food and Commercial Workers Union v. Brown Group.txt,0.014846416,1996,
4397,Souter,253,Reno v. American-Arab Anti-Discrimination Committee.txt,0.016129032,1999,
4196,Souter,52,"C & A Carbone, Inc. v. Town of Clarkstown.txt",0.016200466,1994,
4265,Souter,121,Fulton Corporation v. Faulkner.txt,0.017061144,1996,
4431,Souter,287,Sosa v. Alvarez-Machain.txt,0.019920091,2004,
4362,Souter,218,Nevada Department of Human Resources v. Hibbs.txt,0.020833333,2003,
4414,Souter,270,Safeco Insurance Company of America v. Burr.txt,0.021829268,2007,
4405,Souter,261,Rompilla v. Beard.txt,0.023766234,2005,
4188,Souter,44,Brogan v. U.S..txt,0.025,1998,
4355,Souter,211,Montana v. Egelhoff.txt,0.027272727,1996,
4294,Souter,150,Hill v. Colorado.txt,0.029276316,2000,
4433,Souter,289,St. Mary's Honor Center v. Hicks.txt,0.030188679,1993,
4480,Souter,336,United States Department of Energy v. Ohio.txt,0.031094527,1992,
4439,Souter,295,Tennessee v. Lane.txt,0.035294118,2004,
4429,Souter,285,Smith v. Texas.txt,0.035714286,2007,
4180,Souter,36,Bowles v. Russell.txt,0.041318328,2007,
4179,Souter,35,Boumediene v. Bush.txt,0.042241379,2008,
4339,Souter,195,Martinez v. Lamagno.txt,0.044467213,1995,
4501,Souter,357,Ysursa v. Pocatello Education Association.txt,0.04516129,2009,
4399,Souter,255,Reno v. Catholic Social Services.txt,0.045899772,1993,
4398,Souter,254,Reno v. Bossier Parish School Board.txt,0.046006144,1999,
4455,Souter,311,U.S. v. Fior D'Italia.txt,0.046171171,2002,
4298,Souter,154,Humberto Fernandez-Vargas v. Gonzales.txt,0.046885246,2006,
4374,Souter,230,O'sullivan v. Boerckel.txt,0.0475,1999,
4317,Souter,173,Kentucky Department of Revenue v. Davis.txt,0.048238153,2008,
4212,Souter,68,City of Los Angeles v. Alameda Books.txt,0.048893805,2002,
4410,Souter,266,Rumbaugh v. Lee.txt,0.049683544,1992,
4498,Souter,354,Wright v. West.txt,0.052150538,1992,
4485,Souter,341,Virginia Bankshares v. Sandberg.txt,0.052345679,1991,
4468,Souter,324,U.S. v. Noland.txt,0.053503185,1996,
4415,Souter,271,Safford Unified School District v. Redding.txt,0.05492126,2009,
4310,Souter,166,Johnson v. U.S..txt,0.056,2005,
4271,Souter,127,General Dynamics Land Systems v. Cline.txt,0.057956989,2004,
4396,Souter,252,Red Cross v. S.G. and A.E..txt,0.058587258,1992,
4413,Souter,269,Sabri v. U.S..txt,0.062315271,2004,
4225,Souter,81,Crawford v. Marion County Election Board.txt,0.062625538,2008,
4375,Souter,231,Office of Worker's compensation programs v. Greenwich Collieries.txt,0.063770053,1994,
4357,Souter,213,Munaf v. Geren.txt,0.068478261,2008,
4451,Souter,307,U.S. v. Burke.txt,0.069298246,1992,
4347,Souter,203,Metropolitan Stevedore Company v. Rambo.txt,0.069791667,1997,
4419,Souter,275,Security Services v. KMart Corporation.txt,0.071484375,1993,
4284,Souter,140,Grubart v. Great Lakes Dredge & Dock Company.txt,0.072048193,1995,
4154,Souter,10,American Insurance Association v. Garamendi.txt,0.072750865,2003,
4495,Souter,351,Will v. Hallock.txt,0.073251029,2006,
4259,Souter,115,Field v. Mans.txt,0.073569482,1995,
4496,Souter,352,Withrow v. Williams.txt,0.07398568,1993,
4340,Souter,196,Mayle v. Felix.txt,0.077946768,2005,
4304,Souter,160,Illinois v. McArthur.txt,0.082894737,2001,
4478,Souter,334,United Dominion Industries v. U.S..txt,0.083534137,2001,
4333,Souter,189,Livadas v. Bradshaw.txt,0.087546125,1994,
4171,Souter,27,Beard v. Banks.txt,0.089506173,2006,
4409,Souter,265,Rowland v. California Men's Colony.txt,0.090654206,1993,
4460,Souter,316,U.S. v. Lanier.txt,0.090654206,1997,
4466,Souter,322,U.S. v. Morrison.txt,0.09410802,2000,
