,Author,File_ID,File_Name,Mean Sentiment,Year,
728,Rehnquist,192,Lawrence v. Bauer Publishing & Printing.txt,0.22797619,1982,
553,Rehnquist,17,Ashley v. Jackson.txt,0.227981651,1983,
638,Rehnquist,102,"Department of Transp. & Development v. Beaird-Poulan, Inc..txt",0.23164557,1980,
843,Rehnquist,307,Three Affiliated Tribes of Fort Berthold Reservation v Wold Engineering PC.txt,0.232568807,1983,
709,Rehnquist,173,In re Primus.txt,0.235,1978,
832,Rehnquist,296,Taylor v. Louisiana.txt,0.235211268,1975,
680,Rehnquist,144,Goldman v Weinberger.txt,0.237583893,1986,
592,Rehnquist,56,Carey v Brown.txt,0.242398649,1980,
626,Rehnquist,90,Craig v. Boren.txt,0.245098039,1976,
768,Rehnquist,232,New Jersey v. Reading Co..txt,0.247826087,1981,
775,Rehnquist,239,Ollman v. Evans.txt,0.247916667,1985,
762,Rehnquist,226,Moses H Cone Memorial Hosp v Mercury Constr Corp.txt,0.248571429,1982,
613,Rehnquist,77,Cleveland Bd. of Educ. v. LaFleur.txt,0.249137931,1974,
689,Rehnquist,153,Hathorn v Lovorn.txt,0.25,1982,
836,Rehnquist,300,Tennessee Valley Authority v Hill.txt,0.25,1978,
772,Rehnquist,236,Nixon v. Adm'r of General Servs..txt,0.252336449,1977,
618,Rehnquist,82,Columbus v. Leonard.txt,0.253333333,1979,
755,Rehnquist,219,Minn. v. Mille Lacs Band of Chippewa Indians.txt,0.254042553,1999,
773,Rehnquist,237,NLRB v. Int'l Longshoremen's Ass'n.txt,0.254577465,1985,
629,Rehnquist,93,Cuyler v. Adams.txt,0.254591837,1981,
542,Rehnquist,6,Almota Farmers Elevator & Warehouse Co. v. US.txt,0.255357143,1973,
829,Rehnquist,293,Supreme Court of Virginia v Friedman.txt,0.256666667,1988,
639,Rehnquist,103,Diaz-Albertini v. United States.txt,0.260526316,1991,
824,Rehnquist,288,Stenberg v Carhart.txt,0.266666667,2000,
703,Rehnquist,167,Huch v. United States.txt,0.270098039,1978,
727,Rehnquist,191,Lawrence County v Lead-Deadwood School Dist No 40-1.txt,0.272857143,1984,
700,Rehnquist,164,Honda Motor Co. v. Coons.txt,0.273584906,1985,
881,Rehnquist,345,Wooley v Maynard.txt,0.273913043,1976,
662,Rehnquist,126,Flower v. United States.txt,0.274193548,1972,
596,Rehnquist,60,Carter v. Ky..txt,0.274390244,1981,
668,Rehnquist,132,Frazier v Heebe.txt,0.285211268,1987,
840,Rehnquist,304,Thomas v Review Bd of Indiana Employment Sec Division.txt,0.287307692,1980,
617,Rehnquist,81,Columbus Bd of Ed v Penick.txt,0.288461538,1979,
593,Rehnquist,57,Carey v Population Services Intern.txt,0.290909091,1977,
784,Rehnquist,248,Penn Cent Transp Co v City of New York.txt,0.293086817,1978,
656,Rehnquist,120,Fcc v. League of Women Voters.txt,0.293589744,1984,
568,Rehnquist,32,Bigelow v Virginia.txt,0.295876289,1974,
645,Rehnquist,109,Duren v. Missouri.txt,0.299047619,1979,
868,Rehnquist,332,Virginia State Bd of Pharmacy v Virginia Citizens Consumer Council Inc.txt,0.3,1975,
545,Rehnquist,9,American Textile Mfrs Institute Inc v Donovan.txt,0.301973684,1981,
789,Rehnquist,253,Proctor & Gamble Mfg. Co. v. Fisher.txt,0.302,1981,
608,Rehnquist,72,City of Riverside v Rivera.txt,0.305445545,1986,
787,Rehnquist,251,Polson v. Confederated Salish & Kootenai Tribes of Flathead Reservation.txt,0.305645161,1982,
646,Rehnquist,110,"Eastex, Inc. v. NLRB.txt",0.305797101,1978,
670,Rehnquist,134,Fry v. United States.txt,0.307467532,1975,
842,Rehnquist,306,Thomas v. Am. Home Prods..txt,0.307894737,1996,
582,Rehnquist,46,Brown v Louisiana.txt,0.314705882,1980,
594,Rehnquist,58,Carlson v Green.txt,0.314736842,1980,
872,Rehnquist,336,Washington Metropolitan Area Transit Authority v Johnson.txt,0.315384615,1984,
854,Rehnquist,318,United States Steel Corp. v. United States Environmental Protection Agency.txt,0.321428571,1980,
848,Rehnquist,312,Trimble v Gordon.txt,0.321478873,1976,
708,Rehnquist,172,Idaho v. United States.txt,0.324550898,2001,
672,Rehnquist,136,Furman v Georgia.txt,0.325,1972,
844,Rehnquist,308,Three Affiliated Tribes of Fort Berthold Reservation v Wold Engineering.txt,0.327777778,1973,
571,Rehnquist,35,Boag v. McDougall.txt,0.330555556,1982,
707,Rehnquist,171,Hynes v Mayor and Council of Borough of Oradell.txt,0.330898876,1975,
767,Rehnquist,231,Nevada v Hall.txt,0.332642487,1978,
886,Rehnquist,350,Zobel v Williams.txt,0.332857143,1981,
866,Rehnquist,330,Vachon v. New Hampshire.txt,0.334,1974,
577,Rehnquist,41,Bounds v. Smith.txt,0.335365854,1977,
852,Rehnquist,316,Union Labor Life Ins Co v Pireno.txt,0.335393258,1982,
827,Rehnquist,291,Sugarman v Dougall.txt,0.336244541,1973,
693,Rehnquist,157,Herring v New York.txt,0.345416667,1975,
730,Rehnquist,194,Liljeberg v. Health Servs. Acquisition Corp..txt,0.347222222,1988,
733,Rehnquist,197,Local No 93 Intern Ass'n of Firefighters AFL-CIO CLC v City of Cleveland.txt,0.3475,1999,
856,Rehnquist,320,United States v. Falstaff Brewing Corp..txt,0.349038462,1973,
591,Rehnquist,55,California v U S.txt,0.351382488,1978,
882,Rehnquist,346,Wyatt v Cole.txt,0.354268293,1992,
632,Rehnquist,96,Davis v. Jacobs.txt,0.356034483,1981,
699,Rehnquist,163,"Hollywood Marine, Inc. v. United States.txt",0.36,1981,
686,Rehnquist,150,Hampton v. Mow Sun Wong.txt,0.361188811,1975,
694,Rehnquist,158,Hess v. Indiana.txt,0.364516129,1973,
714,Rehnquist,178,Jimenez v. Weinberger.txt,0.368627451,1974,
657,Rehnquist,121,Fidelity Federal Sav and Loan Ass'n v de la Cuesta.txt,0.373809524,1982,
717,Rehnquist,181,Kassel v Consolidated Freightways Corp of Delaware.txt,0.378664495,1980,
764,Rehnquist,228,National Football League v. North American Soccer League.txt,0.379674797,1982,
814,Rehnquist,278,Smith v Goguen.txt,0.383928571,1973,
671,Rehnquist,135,FTC v Ticor Title Ins Co.txt,0.384666667,1992,
614,Rehnquist,78,Cleveland Bd. of Educ. v. Loudermill.txt,0.385087719,1985,
565,Rehnquist,29,Berkey Photo Inc. v. Eastman Kodak Co..txt,0.39375,1980,
573,Rehnquist,37,Bob Jones University v US.txt,0.393817204,1983,
820,Rehnquist,284,Spence v. Wash..txt,0.399557522,1974,
716,Rehnquist,180,Johnson v. Board of Education.txt,0.4,1982,
732,Rehnquist,196,Local 28 of Sheet Metal Workers' Intern Ass'n v EEOC.txt,0.4,1986,
622,Rehnquist,86,Connor v Coleman.txt,0.405,1976,
810,Rehnquist,274,Serbian E. Orthodox Diocese v. Milivojevich.txt,0.405752212,1976,
818,Rehnquist,282,"Southeastern Promotions, Ltd. v. Conrad.txt",0.407843137,1975,
805,Rehnquist,269,Santosky v Kramer.txt,0.408310627,1981,
870,Rehnquist,334,Wallace v. Jaffree.txt,0.411401099,1977,
650,Rehnquist,114,Elkins v Moreno.txt,0.411458333,1978,
739,Rehnquist,203,Mass. v. United States.txt,0.411666667,1978,
780,Rehnquist,244,Papish v. Board of Curators of University of Missouri.txt,0.413559322,1973,
612,Rehnquist,76,Cleveland Bd of Educ v Loudermill.txt,0.414150943,1984,
712,Rehnquist,176,JEB v Alabama ex rel TB.txt,0.414634146,1993,
781,Rehnquist,245,Parklane Hosiery Co Inc v Shore.txt,0.419859155,1978,
688,Rehnquist,152,Harrison v PPG Industries Inc.txt,0.42,1980,
757,Rehnquist,221,Miskovsky v. Oklahoma Pub. Co..txt,0.426470588,1982,
825,Rehnquist,289,Stone v. Graham.txt,0.428225806,1980,
855,Rehnquist,319,United States v. Clark.txt,0.429310345,1980,
610,Rehnquist,74,Clayton v International Union United Auto Aerospace and Agr Implement Work.txt,0.434057971,1981,
685,Rehnquist,149,Hagans v Lavine.txt,0.444382022,1973,
597,Rehnquist,61,Cent. Hudson Gas & Elec. Corp. v. Public Serv. Comm'n.txt,0.459810127,1980,
779,Rehnquist,243,Pacific Gas and Elec Co v Public Utilities Com'n of California.txt,0.465357143,1985,
803,Rehnquist,267,Salve Regina College v Russell.txt,0.474444444,1990,
746,Rehnquist,210,Memorial Hospital v Maricopa County.txt,0.477653631,1973,
633,Rehnquist,97,Delaware State Board of Education v. Evans.txt,0.484567901,1980,
548,Rehnquist,12,Antoine v Washington.txt,0.493571429,1974,
635,Rehnquist,99,Delta Air Lines v. August.txt,0.494285714,1981,
857,Rehnquist,321,United States v. Gillock.txt,0.5,1980,
795,Rehnquist,259,Riley v National Federation of the Blind of North Carolina Inc.txt,0.518345324,1988,
874,Rehnquist,338,Weber v. Aetna Casualty & Surety Co..txt,0.527102804,1972,
547,Rehnquist,11,Anderson v. Celebrezze.txt,0.530730897,1983,
598,Rehnquist,62,Chambers v. Mis..txt,0.531060606,1973,
667,Rehnquist,131,Franks v. Delaware.txt,0.555555556,1987,
869,Rehnquist,333,Vlandis v Kline.txt,0.556617647,1973,
567,Rehnquist,31,Berry v. Doles.txt,0.566666667,1978,
875,Rehnquist,339,Weber v. Barrett.txt,0.572916667,1981,
561,Rehnquist,25,Bd. of Educ. v. Pico.txt,0.577121771,1982,
878,Rehnquist,342,Wilder v Virginia Hosp Ass'n.txt,0.58974359,1990,
590,Rehnquist,54,Califano v. Goldfarb.txt,0.591296296,1977,
655,Rehnquist,119,Evitts v Lucey.txt,0.601030928,1984,
558,Rehnquist,22,Barnard v Thorstenn.txt,0.609090909,1989,
833,Rehnquist,297,Taylor v. McKeithen.txt,0.623214286,1972,
802,Rehnquist,266,Saenz v Roe.txt,0.65,1999,
785,Rehnquist,249,Penson v Ohio.txt,0.659090909,1988,
799,Rehnquist,263,Rock v. Arkansas.txt,0.660909091,1987,
659,Rehnquist,123,First Nat Bank of Boston v Bellotti.txt,0.6848,1977,
649,Rehnquist,113,Eli Lilly & Co. v. Costle.txt,0.696428571,1980,
581,Rehnquist,45,Brooks v Tennessee.txt,0.717105263,1972,
828,Rehnquist,292,Supreme Court of New Hampshire v Piper.txt,0.722169811,1984,
637,Rehnquist,101,Department of Air Force v Rose.txt,0.728571429,1975,
576,Rehnquist,40,Bose Corp v Consumers Union of US Inc.txt,0.730555556,1983,
793,Rehnquist,257,Richmond Newspapers Inc v Virginia.txt,0.737037037,1980,
822,Rehnquist,286,Stanton v. Stanton.txt,0.762857143,1975,
748,Rehnquist,212,"Metromedia, Inc. v. City of San Diego.txt",0.805,1981,
759,Rehnquist,223,Missouri v Jenkins by Agyei.txt,0.837037037,1989,
819,Rehnquist,283,Southern Overlying Carrier Chapter v. Public Utilities Com..txt,0.93,1977,
769,Rehnquist,233,New Jersey Welfare Rights Organization v. Cahill.txt,0.934090909,1973,
684,Rehnquist,148,Griffith v. KY.txt,0.9625,1987,
735,Rehnquist,199,MacDonald Sommer And Frates v Yolo County.txt,1.03,1986,
724,Rehnquist,188,Kusper v. Pontikes.txt,1.22027027,1973,
811,Rehnquist,275,Shea v Louisiana.txt,1.516666667,1984,
673,Rehnquist,137,Garcia v San Antonio Metropolitan Transit Authority.txt,1.7,1984,
914,Scalia,28,Booth v Maryland.txt,-1.002083333,1987,
991,Scalia,105,James v US.txt,-0.978794643,2006,
1071,Scalia,185,Richmond v Lewis.txt,-0.6375,1992,
1095,Scalia,209,Sykes v US.txt,-0.586146497,2011,
905,Scalia,19,Atkins v Virginia.txt,-0.543485915,2002,
971,Scalia,85,Grady v Corbin.txt,-0.536111111,1990,
945,Scalia,59,Department of Revenue of Montana v Kurth Ranch.txt,-0.526041667,1994,
997,Scalia,111,Jones v Thomas.txt,-0.466901408,1989,
922,Scalia,36,Calcano-Martinez v INS.txt,-0.416666667,2001,
973,Scalia,87,Gray v Mississippi.txt,-0.41468254,1987,
1063,Scalia,177,Price v. United States.txt,-0.408018868,1995,
1048,Scalia,162,Norris v Jones.txt,-0.4,2007,
1058,Scalia,172,Padilla v Kentucky.txt,-0.353030303,2009,
1002,Scalia,116,Kingsley v Hendrickson.txt,-0.33,2015,
1035,Scalia,149,Morgan v Illinois.txt,-0.324033149,1992,
1007,Scalia,121,Lankford v Idaho.txt,-0.32107438,1991,
1115,Scalia,229,US v Rodriguez-Moreno.txt,-0.317741935,1998,
1050,Scalia,164,O'Gilvie v US.txt,-0.31460177,1996,
1052,Scalia,166,Olympic Airways v Husain.txt,-0.298951049,2003,
975,Scalia,89,Hamdi v Rumsfeld.txt,-0.291770574,2004,
1032,Scalia,146,Monge v California.txt,-0.283823529,1998,
1131,Scalia,245,Yeager v US.txt,-0.270673077,2009,
1026,Scalia,140,Michigan v Bryant.txt,-0.269270833,2010,
1088,Scalia,202,State Farm Mut Auto Ins Co v Campbell.txt,-0.266666667,2002,
907,Scalia,21,Babbitt v Sweet Home Chapter of Communities for a Great Oregon.txt,-0.265805471,1995,
1049,Scalia,163,Nunez v. United States.txt,-0.264705882,2008,
1100,Scalia,214,Thompson v Oklahoma.txt,-0.259469697,1987,
1054,Scalia,168,Oregon v Ice.txt,-0.252906977,2008,
1128,Scalia,242,Winfield v. Kaplan.txt,-0.25,1994,
972,Scalia,86,Gray v Maryland.txt,-0.246236559,1997,
921,Scalia,35,Bryan v US.txt,-0.243888889,1998,
941,Scalia,55,Danner v. Kentucky.txt,-0.242982456,1998,
1089,Scalia,203,Stenberg v Carhart.txt,-0.24125,2000,
932,Scalia,46,Collins v Byrd.txt,-0.237777778,1994,
895,Scalia,9,Almendarez-Torres v US.txt,-0.233475783,1997,
899,Scalia,13,American Trucking Associations Inc v Scheiner.txt,-0.228205128,1987,
998,Scalia,112,K. Mart Corp v. Cartier.txt,-0.226923077,1988,
977,Scalia,91,Henderson v US.txt,-0.220955882,2012,
1040,Scalia,154,National Treasury Employees Union v Von Raab.txt,-0.218421053,1988,
1090,Scalia,204,Stephenson v. United States.txt,-0.216176471,2008,
935,Scalia,49,Comptroller of Treasury of Maryland v Wynne.txt,-0.203896104,2014,
1015,Scalia,129,Marlowe v US.txt,-0.202380952,2008,
993,Scalia,107,JEB v Alabama ex rel TB.txt,-0.185648148,1993,
1124,Scalia,238,Wellons v. Hall.txt,-0.182758621,2010,
1079,Scalia,193,Schmuck v US.txt,-0.18220339,1988,
1114,Scalia,228,US v Resendiz-Ponce.txt,-0.181553398,2006,
1056,Scalia,170,Osborn v Haley.txt,-0.17962963,2006,
1074,Scalia,188,Roper v Simmons.txt,-0.178431373,2004,
982,Scalia,96,Holloway v US.txt,-0.174522293,1998,
1083,Scalia,197,Simmons v South Carolina.txt,-0.17421875,1994,
1094,Scalia,208,Summit Health Ltd v Pinhas.txt,-0.166756757,1990,
1108,Scalia,222,US v Johnson.txt,-0.165075377,1987,
992,Scalia,106,"Janklow v. Planned Parenthood, Sioux Falls Clinic.txt",-0.158333333,1996,
1080,Scalia,194,Sears v. Upton.txt,-0.157598039,2010,
996,Scalia,110,Johnson v US.txt,-0.154060914,2000,
1112,Scalia,226,US v Mendoza-Lopez.txt,-0.152307692,1987,
909,Scalia,23,Beer v US.txt,-0.15,2011,
1075,Scalia,189,Roper v. Weaver.txt,-0.145652174,2007,
933,Scalia,47,Commil USA LLC v Cisco Systems Inc.txt,-0.14,2015,
1041,Scalia,155,Navarette v. California.txt,-0.139087302,2014,
920,Scalia,34,Brown v Plata.txt,-0.133967391,2010,
962,Scalia,76,Friends of the Earth Inc v Laidlaw Environmental Services (TOC) Inc.txt,-0.131884058,1999,
926,Scalia,40,Cash v. Maxwell.txt,-0.130051813,2012,
961,Scalia,75,Fortney v. United States.txt,-0.13,1995,
1122,Scalia,236,Webster v Cooper.txt,-0.12195122,2009,
1017,Scalia,131,Maryland v Craig.txt,-0.116987179,1990,
956,Scalia,70,Espinosa v. Florida.txt,-0.108823529,1992,
1046,Scalia,160,Norfolk Shipbuilding And Drydock Corp v Garris.txt,-0.107911392,2001,
999,Scalia,113,Kansas v Crane.txt,-0.10037594,2001,
1093,Scalia,207,Stewart v Martinez-Villareal.txt,-0.1,1998,
1066,Scalia,180,Rasul v Bush.txt,-0.096206897,2004,
918,Scalia,32,Brewer v Quarterman.txt,-0.094078947,2007,
1059,Scalia,173,Pauley v BethEnergy Mines Inc.txt,-0.092288557,1991,
1062,Scalia,176,Powers v Ohio.txt,-0.08559322,1990,
1000,Scalia,114,Kasten v Saint-Gobain Performance Plastics Corp.txt,-0.084193548,2010,
1132,Scalia,246,Young v United Parcel Service Inc.txt,-0.083529412,2014,
1134,Scalia,248,Zadvydas v Davis.txt,-0.082978723,2001,
976,Scalia,90,Hamilton v Lanning.txt,-0.081976744,2010,
1038,Scalia,152,Moskal v US.txt,-0.075255973,1990,
911,Scalia,25,BMW of North America Inc v Gore.txt,-0.075,1995,
887,Scalia,1,Abdul-Kabir v Quarterman.txt,-0.074050633,2007,
1081,Scalia,195,Sell v US.txt,-0.068181818,2003,
889,Scalia,3,Ada. v. Guam Soc'y of Obstetricians & Gynecologists.txt,-0.059677419,1992,
1110,Scalia,224,US v Kebodeaux.txt,-0.051635514,2013,
1004,Scalia,118,Kyles v Whitley.txt,-0.049829932,1994,
929,Scalia,43,City of Chicago v Morales.txt,-0.049284254,1998,
893,Scalia,7,Alabama v Shelton.txt,-0.043571429,2002,
1085,Scalia,199,Smith v. Texas.txt,-0.041666667,2007,
888,Scalia,2,Abramski v US.txt,-0.04103139,2014,
952,Scalia,66,Edmonson v Leesville Concrete Co Inc.txt,-0.038888889,1991,
1065,Scalia,179,Ransom v FIA Card Services NA.txt,-0.032786885,2010,
968,Scalia,82,Global Crossing Telecommunications Inc v Metrophones Telecommunications Inc.txt,-0.030927835,2006,
1070,Scalia,184,Richardson v. McKnight.txt,-0.029661017,1997,
1109,Scalia,223,US v Jones.txt,-0.026201923,2011,
1012,Scalia,126,Legal Services Corp v Velazquez.txt,-0.021689498,2001,
916,Scalia,30,Bousley v US.txt,-0.0185,1998,
1034,Scalia,148,Montgomery v Louisiana.txt,-0.016595745,2015,
1064,Scalia,178,Rankin v McPherson.txt,-0.016203704,1987,
1027,Scalia,141,Minnick v Mississippi.txt,-0.005031447,1990,
892,Scalia,6,Alabama Legislative Black Caucus v Alabama.txt,-0.004829545,2014,
910,Scalia,24,Beneficial Nat Bank v Anderson.txt,0.0009375,2003,
915,Scalia,29,Boumediene v Bush.txt,0.00122549,2007,
1031,Scalia,145,Mitchell v US.txt,0.004166667,1998,
927,Scalia,41,Chambers v NASCO Inc.txt,0.004255319,1991,
1104,Scalia,218,US Airways Inc v Barnett.txt,0.007391304,2001,
1060,Scalia,174,Peretz v US.txt,0.007831325,1991,
901,Scalia,15,Anderson v. Buell.txt,0.016935484,1996,
981,Scalia,95,Holland v Florida.txt,0.017532468,2010,
1018,Scalia,132,Maryland v King.txt,0.025261324,2013,
960,Scalia,74,Ferguson v City of Charleston.txt,0.0345,2000,
1086,Scalia,200,South Carolina v Gathers.txt,0.035714286,1989,
1003,Scalia,117,Koons Buick Pontiac GMC Inc v Nigh.txt,0.037980769,2004,
957,Scalia,71,Federal Election Com'n v Akins.txt,0.038043478,1998,
891,Scalia,5,Agency for Intern Development v Alliance for Open Society Intern Inc.txt,0.038392857,2013,
1120,Scalia,234,Vartelas v Holder.txt,0.040434783,2012,
1084,Scalia,198,Smiley v Citibank (South Dakota) NA.txt,0.042977528,1996,
897,Scalia,11,American Exp Co v Italian Colors Restaurant.txt,0.04527027,2013,
944,Scalia,58,De Buono v. Nysa-Ila Med. & Clinical Servs. Fund.txt,0.047087379,1997,
974,Scalia,88,Hamdan v Rumsfeld.txt,0.047853535,2006,
950,Scalia,64,Dorsey v US.txt,0.048484848,2012,
1042,Scalia,156,Nevada Dept of Human Resources v Hibbs.txt,0.053448276,2003,
1126,Scalia,240,Wiggins v Smith.txt,0.057718121,2003,
989,Scalia,103,INS v St Cyr.txt,0.059397163,2001,
1118,Scalia,232,Utah v Evans.txt,0.063157895,2002,
1014,Scalia,128,Maples v Thomas.txt,0.06350365,2011,
1130,Scalia,244,Wyoming v Oklahoma.txt,0.072029703,1991,
1101,Scalia,215,Till v SCS Credit Corp.txt,0.082068966,2003,
984,Scalia,98,Houston Lawyers' Ass'n v Attorney General of Texas.txt,0.083333333,1991,
1073,Scalia,187,Romer v Evans.rtf.txt,0.085714286,1995,
1102,Scalia,216,Trevino v Thaler.txt,0.086363636,2013,
896,Scalia,10,American Broadcasting Companies Inc v Aereo Inc.txt,0.086432161,2014,
937,Scalia,51,County of Riverside v McLaughlin.txt,0.094230769,1991,
931,Scalia,45,City of Los Angeles Calif v Patel.txt,0.098584906,2015,
912,Scalia,26,Board of County Comrs Wabaunsee County Kan v Umbehr.txt,0.099792531,1996,
1098,Scalia,212,Tennessee v Lane.txt,0.1,2004,
1021,Scalia,135,McIntyre v Ohio Elections Com'n.txt,0.101143791,1994,
1024,Scalia,138,Metropolitan Life Ins Co v Glenn.txt,0.103719008,2008,
969,Scalia,83,Gonzales v Oregon.txt,0.104359673,2005,
1009,Scalia,123,Lawrence v. Chater.txt,0.106186869,1996,
1072,Scalia,186,Rogers v Tennessee.txt,0.106818182,2000,
902,Scalia,16,Arizona State Legislature v Arizona Independent Redistricting Com'n.txt,0.107647059,2015,
1116,Scalia,230,US v Windsor.txt,0.111375,2013,
1097,Scalia,211,Tennard v Dretke.txt,0.113333333,2004,
1022,Scalia,136,McKoy v North Carolina.txt,0.116150442,1989,
948,Scalia,62,Dickerson v US.txt,0.116917293,2000,
943,Scalia,57,Day v McDonough.txt,0.123161765,2006,
958,Scalia,72,FERC v Electric Power Supply Ass'n.txt,0.126100629,2015,
942,Scalia,56,Dart Cherokee Basin Operating Co LLC v Owens.txt,0.136607143,2014,
1023,Scalia,137,McQuiggin v Perkins.txt,0.13708134,2013,
1028,Scalia,142,Mireles v. Waco.txt,0.144117647,1991,
1087,Scalia,201,Spector v Norwegian Cruise Line Ltd.txt,0.145535714,2005,
940,Scalia,54,Dada v Mukasey.txt,0.15,2008,
1091,Scalia,205,Stevens v. City of Cannon Beach.txt,0.152051282,1993,
894,Scalia,8,Allied-Bruce Terminix Companies Inc v Dobson.txt,0.152173913,1994,
939,Scalia,53,Crawford-El v Britton.txt,0.156410256,1997,
904,Scalia,18,Ashcroft v American Civil Liberties Union.txt,0.16,2004,
1030,Scalia,144,Mistretta v US.txt,0.163333333,1988,
964,Scalia,78,General Dynamics Land Systems Inc v Cline.txt,0.166666667,2003,
1133,Scalia,247,Youngblood v. West Virginia.txt,0.166774194,2006,
1053,Scalia,167,Oneok Inc v Learjet Inc.txt,0.174468085,2015,
938,Scalia,52,Cox v Larios.txt,0.178125,2004,
1117,Scalia,231,US v X-Citement Video Inc.txt,0.181944444,1994,
1129,Scalia,243,Wisconsin Dept of Revenue v William Wrigley Jr Co.txt,0.18442029,1992,
1006,Scalia,120,Lafler v Cooper.txt,0.186138614,2011,
1016,Scalia,130,Martinez v Ryan.txt,0.186170213,2011,
963,Scalia,77,Gasperini v Center for Humanities Inc.txt,0.186325967,1996,
1037,Scalia,151,Morse v Republican Party of Virginia.txt,0.1875,1995,
946,Scalia,60,Devlin v Scardelletti.txt,0.189015152,2005,
980,Scalia,94,Hohn v US.txt,0.190710383,1998,
930,Scalia,44,City of Columbus v Ours Garage and Wrecker Service Inc.txt,0.19159292,2002,
1045,Scalia,159,NLRB v Curtin Matheson Scientific Inc.txt,0.192372881,1989,
965,Scalia,79,Georgia v McCollum.txt,0.195,1992,
986,Scalia,100,In re Davis.txt,0.196521739,2009,
1036,Scalia,150,Morrison v Olson.txt,0.198895028,1988,
983,Scalia,97,Honig v Doe.txt,0.199693252,1987,
1025,Scalia,139,Michigan v Bay Mills Indian Community.txt,0.2,2013,
1077,Scalia,191,Saratoga Fishing Co v JM Martinac And Co.txt,0.201086957,1997,
978,Scalia,92,Hill v Colorado.txt,0.202514793,2000,
928,Scalia,42,Chisom v Roemer.txt,0.20462963,1991,
994,Scalia,108,John Doe Agency v John Doe Corp.txt,0.2109375,1989,
903,Scalia,17,Arkansas Writers' Project Inc v Ragland.txt,0.213541667,1987,
951,Scalia,65,Eastman Kodak Co v Image Technical Services Inc.txt,0.213842975,1991,
934,Scalia,48,Commissioner v Estate of Hubert.txt,0.21902439,1996,
1010,Scalia,124,Lawyer v Department of Justice.txt,0.22,1997,
1127,Scalia,241,Williams-Yulee v Florida Bar.txt,0.222885572,2015,
898,Scalia,12,American National Red Cross v SG.txt,0.22804878,1992,
967,Scalia,81,Gisbrecht v Barnhart.txt,0.228409091,2002,
1047,Scalia,161,Norman v Reed.txt,0.232,1991,
1135,Scalia,249,Zivotofsky ex rel Zivotofsky v Kerry.txt,0.245564516,2014,
1005,Scalia,119,Kyllo v US.txt,0.24969697,2001,
1092,Scalia,206,Stewart Organization Inc v Ricoh Corp.txt,0.25,1988,
995,Scalia,109,Johnson v Transportation Agency Santa Clara County Cal.txt,0.252678571,1987,
1069,Scalia,183,Reynolds v US.txt,0.255405405,2011,
970,Scalia,84,Gonzalez v Thaler.txt,0.257117438,2011,
924,Scalia,38,Camps NewfoundOwatonna Inc v Town of Harrison Me.txt,0.260416667,1988,
1099,Scalia,213,Texas Monthly Inc v Bullock.txt,0.270973783,1988,
1113,Scalia,227,US v Playboy Entertainment Group Inc.txt,0.276470588,1999,
917,Scalia,31,Bowen v Massachusetts.txt,0.278006873,1988,
1076,Scalia,190,Rutan v Republican Party of Illinois.txt,0.28275,1990,
919,Scalia,33,Brown v Legal Foundation of Washington.txt,0.29,2002,
966,Scalia,80,Georgia v. Randolph.txt,0.293181818,2006,
1013,Scalia,127,Locke v Davey.txt,0.293396226,2003,
1105,Scalia,219,US Airways Inc v McCutchen.txt,0.296666667,2012,
947,Scalia,61,Dewsnup v Timm.txt,0.298113208,1991,
1057,Scalia,171,Oubre v Entergy Operations Inc.txt,0.3,1997,
908,Scalia,22,Barnhart v Peabody Coal Co.txt,0.301851852,2002,
1119,Scalia,233,Utility Air Regulatory Group v EPA.txt,0.307407407,2014,
923,Scalia,37,California Coastal Com'n v Granite Rock Co.txt,0.308411215,1987,
959,Scalia,73,Ferens v John Deere Co.txt,0.316292135,1989,
900,Scalia,14,Amgen Inc v Connecticut Retirement Plans and Trust Funds.txt,0.316666667,2012,
1033,Scalia,147,Montana v Wyoming.txt,0.324766355,2011,
1082,Scalia,196,Shafer v South Carolina.txt,0.333333333,2001,
1008,Scalia,122,Lawrence v Texas.txt,0.335017422,2003,
988,Scalia,102,INS v Pangilinan.txt,0.33961039,1992,
954,Scalia,68,EPA v EME Homer City Generation LP.txt,0.345962733,2013,
1078,Scalia,192,Schlup v Delo.txt,0.346363636,1994,
1067,Scalia,181,Reed v Collyer.txt,0.351851852,1988,
953,Scalia,67,Edwards v Aguillard.txt,0.352935421,1987,
936,Scalia,50,CompuCredit Corp v Greenwood.txt,0.353688525,2011,
949,Scalia,63,DOI v. S.D..txt,0.359701493,1996,
1001,Scalia,115,King v Burwell.txt,0.363296399,2015,
1123,Scalia,237,Webster v Doe.txt,0.363555556,1988,
1125,Scalia,239,Whitman v American Trucking Associations.txt,0.37481203,2000,
1136,Scalia,250,Zuni Public School Dist No 89 v Department of Educ.txt,0.397297297,2007,
913,Scalia,27,Board of Educ of Kiryas Joel Village School Dist v Grumet.txt,0.406208054,1994,
987,Scalia,101,Indiana v Edwards.txt,0.408223684,2008,
1029,Scalia,143,Missouri v Frye.txt,0.416935484,2011,
1106,Scalia,220,US Dept of Justice v Julian.txt,0.419354839,1988,
1011,Scalia,125,Lee v Weisman.txt,0.421126761,1991,
1020,Scalia,134,McCreary County Ky v American Civil Liberties Union of Ky.txt,0.430310263,2005,
990,Scalia,104,Jaffee v Redmond.txt,0.445646067,1996,
